,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
331038,C565962,23309,SET OF 60 I LOVE LONDON CAKE CASES ,-15,9/8/2011 11:25,0.55,14410.0,United Kingdom
331039,C565962,21927,BLUE/CREAM STRIPE CUSHION COVER ,-3,9/8/2011 11:25,1.25,14410.0,United Kingdom
331040,C565962,23205,CHARLOTTE BAG VINTAGE ALPHABET ,-1,9/8/2011 11:25,0.85,14410.0,United Kingdom
331279,C566007,21790,VINTAGE SNAP CARDS,-24,9/8/2011 12:03,0.85,16076.0,United Kingdom
331280,C566007,21790,VINTAGE SNAP CARDS,-48,9/8/2011 12:03,0.85,16076.0,United Kingdom
331382,C566011,23080,RED METAL BOX TOP SECRET,-1,9/8/2011 12:11,8.25,14688.0,United Kingdom
331383,C566012,23092,LARGE ANTIQUE WHITE PHOTO FRAME,-1,9/8/2011 12:15,6.65,17243.0,United Kingdom
331803,C566036,21469,POLKA DOT RAFFIA FOOD COVER,-1,9/8/2011 13:21,3.75,17811.0,United Kingdom
332406,566066,15060B,,-52,9/8/2011 16:36,0.0,,United Kingdom
332407,566067,20686,,-95,9/8/2011 16:36,0.0,,United Kingdom
332408,566068,22268,,-86,9/8/2011 16:37,0.0,,United Kingdom
332409,C566071,23245,SET OF 3 REGENCY CAKE TINS,-3,9/8/2011 17:56,4.95,17997.0,United Kingdom
332410,C566071,23172,REGENCY TEA PLATE PINK,-22,9/8/2011 17:56,1.45,17997.0,United Kingdom
332411,C566071,23171,REGENCY TEA PLATE GREEN ,-21,9/8/2011 17:56,1.45,17997.0,United Kingdom
332412,C566071,23170,REGENCY TEA PLATE ROSES ,-48,9/8/2011 17:56,1.45,17997.0,United Kingdom
332413,C566071,23173,REGENCY TEAPOT ROSES ,-8,9/8/2011 17:56,8.15,17997.0,United Kingdom
332414,C566071,23174,REGENCY SUGAR BOWL GREEN,-18,9/8/2011 17:56,4.15,17997.0,United Kingdom
332415,C566071,23175,REGENCY MILK JUG PINK ,-19,9/8/2011 17:56,2.75,17997.0,United Kingdom
332535,C566078,D,Discount,-1,9/9/2011 9:38,45.33,13137.0,United Kingdom
332596,C566084,23173,REGENCY TEAPOT ROSES ,-1,9/9/2011 10:11,9.95,12621.0,Germany
332597,C566084,23172,REGENCY TEA PLATE PINK,-1,9/9/2011 10:11,1.65,12621.0,Germany
332598,C566084,22699,ROSES REGENCY TEACUP AND SAUCER ,-6,9/9/2011 10:11,2.95,12621.0,Germany
332599,C566084,22698,PINK REGENCY TEACUP AND SAUCER,-3,9/9/2011 10:11,2.95,12621.0,Germany
332600,C566084,22697,GREEN REGENCY TEACUP AND SAUCER,-6,9/9/2011 10:11,2.95,12621.0,Germany
332682,C566088,23245,SET OF 3 REGENCY CAKE TINS,-1,9/9/2011 10:24,4.95,14911.0,EIRE
332683,C566088,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-3,9/9/2011 10:24,2.95,14911.0,EIRE
332691,C566090,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-6,9/9/2011 10:32,0.83,12477.0,Germany
332692,C566090,21668,RED STRIPE CERAMIC DRAWER KNOB,-12,9/9/2011 10:32,1.45,12477.0,Germany
332693,C566090,20685,DOORMAT RED RETROSPOT,-10,9/9/2011 10:32,7.08,12477.0,Germany
332823,566121,23306,,-682,9/9/2011 10:56,0.0,,United Kingdom
332824,566122,23084,temp adjustment,-484,9/9/2011 10:57,0.0,,United Kingdom
332885,C566161,21528,DAIRY MAID TRADITIONAL TEAPOT ,-1,9/9/2011 11:39,6.95,17696.0,United Kingdom
333038,C566165,22423,REGENCY CAKESTAND 3 TIER,-1,9/9/2011 11:57,12.75,14911.0,EIRE
333039,C566165,23110,PARISIENNE KEY CABINET ,-2,9/9/2011 11:57,5.75,14911.0,EIRE
333040,C566165,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-4,9/9/2011 11:57,2.95,14911.0,EIRE
333041,C566165,22796,PHOTO FRAME 3 CLASSIC HANGING,-4,9/9/2011 11:57,9.95,14911.0,EIRE
333042,C566166,21311,SET/4 BIRD MIRROR MAGNETS ,-6,9/9/2011 11:59,0.29,14194.0,United Kingdom
333043,C566167,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,9/9/2011 12:00,2.95,17865.0,United Kingdom
333044,C566167,22423,REGENCY CAKESTAND 3 TIER,-3,9/9/2011 12:00,12.75,17865.0,United Kingdom
333045,C566167,22698,PINK REGENCY TEACUP AND SAUCER,-1,9/9/2011 12:00,2.95,17865.0,United Kingdom
333046,C566168,M,Manual,-1,9/9/2011 12:02,116.69,,United Kingdom
333122,C566174,22635,CHILDS BREAKFAST SET DOLLY GIRL ,-1,9/9/2011 12:26,9.95,16309.0,United Kingdom
333123,C566174,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,9/9/2011 12:26,9.95,16309.0,United Kingdom
333134,C566176,23348,CHILDRENS TOY COOKING UTENSIL SET,-2,9/9/2011 12:37,1.79,16133.0,United Kingdom
333135,C566177,22349,DOG BOWL CHASING BALL DESIGN,-1,9/9/2011 12:38,3.75,14108.0,United Kingdom
333167,C566180,21314,SMALL GLASS HEART TRINKET POT,-1,9/9/2011 12:52,2.1,16173.0,United Kingdom
333168,C566180,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,-1,9/9/2011 12:52,3.75,16173.0,United Kingdom
333169,C566180,22798,ANTIQUE GLASS DRESSING TABLE POT,-2,9/9/2011 12:52,2.95,16173.0,United Kingdom
333170,C566181,23252,VINTAGE RED ENAMEL TRIM JUG ,-2,9/9/2011 12:53,3.75,14243.0,United Kingdom
333171,C566181,82581,TOILET METAL SIGN,-5,9/9/2011 12:53,0.55,14243.0,United Kingdom
333172,C566182,23245,SET OF 3 REGENCY CAKE TINS,-1,9/9/2011 12:55,4.95,14210.0,United Kingdom
333173,C566183,23301,GARDENERS KNEELING PAD KEEP CALM ,-2,9/9/2011 12:59,1.65,14837.0,United Kingdom
333174,C566183,20979,36 PENCILS TUBE RED RETROSPOT,-4,9/9/2011 12:59,1.25,14837.0,United Kingdom
333199,C566185,22637,PIGGY BANK RETROSPOT ,-1,9/9/2011 13:02,2.1,18167.0,United Kingdom
333200,C566185,21844,RED RETROSPOT MUG,-1,9/9/2011 13:02,2.55,18167.0,United Kingdom
333201,C566185,21539,RED RETROSPOT BUTTER DISH,-2,9/9/2011 13:02,4.25,18167.0,United Kingdom
333202,C566187,M,Manual,-1,9/9/2011 13:03,110.45,14096.0,United Kingdom
333482,C566197,85066,CREAM SWEETHEART MINI CHEST,-1,9/9/2011 13:54,12.75,18109.0,United Kingdom
333645,C566205,22111,SCOTTIE DOG HOT WATER BOTTLE,-1,9/9/2011 14:58,4.95,16362.0,United Kingdom
333646,C566205,21485,RETROSPOT HEART HOT WATER BOTTLE,-2,9/9/2011 14:58,4.95,16362.0,United Kingdom
333647,C566205,22356,CHARLOTTE BAG PINK POLKADOT,-4,9/9/2011 14:58,0.85,16362.0,United Kingdom
333648,C566205,22355,CHARLOTTE BAG SUKI DESIGN,-5,9/9/2011 14:58,0.85,16362.0,United Kingdom
333663,C566209,23356,LOVE HOT WATER BOTTLE,-4,9/9/2011 15:04,5.95,16362.0,United Kingdom
333664,C566209,23355,HOT WATER BOTTLE KEEP CALM,-5,9/9/2011 15:04,4.95,16362.0,United Kingdom
333779,C566216,CRUK,CRUK Commission,-1,9/9/2011 15:17,15.96,14096.0,United Kingdom
334050,C566222,23118,PARISIENNE JEWELLERY DRAWER ,-1,9/9/2011 16:34,7.5,13458.0,United Kingdom
334051,C566223,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,-13,9/9/2011 16:36,0.85,16145.0,United Kingdom
334463,C566252,22856,ASSORTED EASTER DECORATIONS  BELLS,-19,9/11/2011 12:14,1.25,13527.0,United Kingdom
334653,C566263,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,-1,9/11/2011 13:01,2.1,14606.0,United Kingdom
335182,C566280,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-1,9/11/2011 14:12,8.5,12748.0,United Kingdom
335183,C566280,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-2,9/11/2011 14:12,3.95,12748.0,United Kingdom
335184,C566280,22723,SET OF 6 HERB TINS SKETCHBOOK,-1,9/11/2011 14:12,3.95,12748.0,United Kingdom
336254,C566313,20724,RED RETROSPOT CHARLOTTE BAG,-10,9/12/2011 9:43,0.85,13577.0,United Kingdom
336255,C566313,85099B,JUMBO BAG RED RETROSPOT,-10,9/12/2011 9:43,2.08,13577.0,United Kingdom
336549,C566384,22201,FRYING PAN BLUE POLKADOT,-1,9/12/2011 12:41,4.25,17811.0,United Kingdom
336550,C566384,21588,RETROSPOT GIANT TUBE MATCHES,-1,9/12/2011 12:41,2.55,17811.0,United Kingdom
336551,C566384,22843,BISCUIT TIN VINTAGE GREEN,-1,9/12/2011 12:41,6.75,17811.0,United Kingdom
337009,C566423,21622,VINTAGE UNION JACK CUSHION COVER,-2,9/12/2011 14:00,4.95,16984.0,United Kingdom
337330,C566445,22042,CHRISTMAS CARD SINGING ANGEL,-12,9/12/2011 15:35,0.42,14286.0,United Kingdom
337331,C566445,23193,BUFFALO BILL TREASURE BOOK BOX,-6,9/12/2011 15:35,2.25,14286.0,United Kingdom
337332,C566445,22583,PACK OF 6 HANDBAG GIFT BOXES,-1,9/12/2011 15:35,2.55,14286.0,United Kingdom
337333,C566445,22208,WOOD STAMP SET THANK YOU,-1,9/12/2011 15:35,1.65,14286.0,United Kingdom
337534,566449,20856,??,-140,9/12/2011 16:07,0.0,,United Kingdom
337733,C566457,21528,DAIRY MAID TRADITIONAL TEAPOT ,-1,9/12/2011 17:02,6.95,17696.0,United Kingdom
337734,C566458,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,9/12/2011 17:11,4.95,16191.0,United Kingdom
337735,C566459,21535,RED RETROSPOT SMALL MILK JUG,-2,9/12/2011 17:17,2.55,13236.0,United Kingdom
337736,C566459,23093,SMALL PARISIENNE HEART PHOTO FRAME ,-2,9/12/2011 17:17,2.49,13236.0,United Kingdom
337737,C566459,23112,PARISIENNE CURIO CABINET,-1,9/12/2011 17:17,7.5,13236.0,United Kingdom
337738,C566460,23245,SET OF 3 REGENCY CAKE TINS,-1,9/12/2011 17:19,4.95,18223.0,United Kingdom
337739,C566460,23240,SET OF 4 KNICK KNACK TINS DOILY ,-3,9/12/2011 17:19,4.15,18223.0,United Kingdom
337740,C566460,85099B,JUMBO BAG RED RETROSPOT,-1,9/12/2011 17:19,2.08,18223.0,United Kingdom
337741,C566460,21931,JUMBO STORAGE BAG SUKI,-1,9/12/2011 17:19,2.08,18223.0,United Kingdom
337742,C566460,23189,SET OF 12 FORK CANDLES,-1,9/12/2011 17:19,2.89,18223.0,United Kingdom
337743,C566461,23177,TREASURE ISLAND BOOK BOX,-2,9/12/2011 17:21,2.25,16713.0,United Kingdom
337744,C566462,23240,SET OF 4 KNICK KNACK TINS DOILY ,-2,9/12/2011 17:49,4.15,14276.0,United Kingdom
337745,C566462,23051,RECYCLED ACAPULCO MAT BLUE,-1,9/12/2011 17:49,8.25,14276.0,United Kingdom
337746,C566462,20979,36 PENCILS TUBE RED RETROSPOT,-6,9/12/2011 17:49,1.25,14276.0,United Kingdom
337747,C566463,84978,HANGING HEART JAR T-LIGHT HOLDER,-6,9/12/2011 17:50,1.25,17449.0,United Kingdom
337748,C566463,22169,FAMILY ALBUM WHITE PICTURE FRAME,-1,9/12/2011 17:50,8.5,17449.0,United Kingdom
337749,C566464,85053,FRENCH ENAMEL CANDLEHOLDER,-1,9/12/2011 17:54,2.1,15764.0,United Kingdom
337750,C566464,23168,CLASSIC CAFE SUGAR DISPENSER,-1,9/12/2011 17:54,1.25,15764.0,United Kingdom
337753,C566466,23178,JAM CLOCK MAGNET,-3,9/12/2011 18:00,2.89,13850.0,United Kingdom
337754,C566467,85099F,JUMBO BAG STRAWBERRY,-14,9/12/2011 18:04,2.08,14688.0,United Kingdom
337755,C566467,85099B,JUMBO BAG RED RETROSPOT,-10,9/12/2011 18:04,2.08,14688.0,United Kingdom
337756,C566467,84991,60 TEATIME FAIRY CAKE CASES,-27,9/12/2011 18:04,0.55,14688.0,United Kingdom
337757,C566467,23321,SMALL WHITE HEART OF WICKER,-5,9/12/2011 18:04,1.65,14688.0,United Kingdom
337758,C566467,23298,SPOTTY BUNTING,-8,9/12/2011 18:04,4.95,14688.0,United Kingdom
337759,C566467,23205,CHARLOTTE BAG VINTAGE ALPHABET ,-15,9/12/2011 18:04,0.85,14688.0,United Kingdom
337760,C566467,23204,CHARLOTTE BAG APPLES DESIGN,-19,9/12/2011 18:04,0.85,14688.0,United Kingdom
337761,C566467,23201,JUMBO BAG ALPHABET,-7,9/12/2011 18:04,2.08,14688.0,United Kingdom
337762,C566467,23199,JUMBO BAG APPLES,-14,9/12/2011 18:04,2.08,14688.0,United Kingdom
337763,C566467,22998,TRAVEL CARD WALLET KEEP CALM,-36,9/12/2011 18:04,0.42,14688.0,United Kingdom
337764,C566467,22384,LUNCH BAG PINK POLKADOT,-14,9/12/2011 18:04,1.65,14688.0,United Kingdom
337765,C566467,22380,TOY TIDY SPACEBOY  ,-6,9/12/2011 18:04,2.1,14688.0,United Kingdom
337766,C566467,22356,CHARLOTTE BAG PINK POLKADOT,-20,9/12/2011 18:04,0.85,14688.0,United Kingdom
337767,C566467,22355,CHARLOTTE BAG SUKI DESIGN,-14,9/12/2011 18:04,0.85,14688.0,United Kingdom
337768,C566467,22197,POPCORN HOLDER,-14,9/12/2011 18:04,0.85,14688.0,United Kingdom
337769,C566467,21931,JUMBO STORAGE BAG SUKI,-11,9/12/2011 18:04,2.08,14688.0,United Kingdom
337770,C566467,21212,PACK OF 72 RETROSPOT CAKE CASES,-17,9/12/2011 18:04,0.55,14688.0,United Kingdom
337771,C566467,20728,LUNCH BAG CARS BLUE,-9,9/12/2011 18:04,1.65,14688.0,United Kingdom
337772,C566467,20725,LUNCH BAG RED RETROSPOT,-9,9/12/2011 18:04,1.65,14688.0,United Kingdom
337773,C566467,20724,RED RETROSPOT CHARLOTTE BAG,-32,9/12/2011 18:04,0.85,14688.0,United Kingdom
337774,C566467,20723,STRAWBERRY CHARLOTTE BAG,-20,9/12/2011 18:04,0.85,14688.0,United Kingdom
337775,C566467,20719,WOODLAND CHARLOTTE BAG,-14,9/12/2011 18:04,0.85,14688.0,United Kingdom
337776,C566468,23209,LUNCH BAG VINTAGE DOILY ,-1,9/12/2011 18:14,1.65,13319.0,United Kingdom
337777,C566468,22842,BISCUIT TIN VINTAGE RED,-1,9/12/2011 18:14,5.95,13319.0,United Kingdom
337778,C566468,22840,ROUND CAKE TIN VINTAGE RED,-1,9/12/2011 18:14,6.95,13319.0,United Kingdom
337779,C566468,22423,REGENCY CAKESTAND 3 TIER,-1,9/12/2011 18:14,10.95,13319.0,United Kingdom
337780,C566468,23112,PARISIENNE CURIO CABINET,-1,9/12/2011 18:14,7.5,13319.0,United Kingdom
337781,C566469,22488,NATURAL SLATE RECTANGLE CHALKBOARD,-1,9/12/2011 18:15,1.65,13709.0,United Kingdom
337782,C566470,23199,JUMBO BAG APPLES,-1,9/12/2011 18:16,2.08,13136.0,United Kingdom
337783,C566471,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,9/12/2011 18:18,2.95,16670.0,United Kingdom
337784,C566472,47566,PARTY BUNTING,-8,9/12/2011 18:19,4.95,16187.0,United Kingdom
337785,C566473,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-2,9/12/2011 18:25,6.95,16705.0,United Kingdom
337786,C566474,22960,JAM MAKING SET WITH JARS,-1,9/12/2011 18:26,4.25,15136.0,United Kingdom
337787,C566475,D,Discount,-1,9/12/2011 18:26,20.75,14527.0,United Kingdom
338004,C566490,22625,RED KITCHEN SCALES,-1,9/13/2011 10:20,8.5,16656.0,United Kingdom
338848,C566565,CRUK,CRUK Commission,-1,9/13/2011 12:32,52.24,14096.0,United Kingdom
338957,566573,22823,test,-22,9/13/2011 13:10,0.0,,United Kingdom
339082,C566578,M,Manual,-1,9/13/2011 13:33,92.93,,United Kingdom
339083,C566579,M,Manual,-1,9/13/2011 13:34,6.59,,United Kingdom
339277,C566584,21156,RETROSPOT CHILDRENS APRON,-2,9/13/2011 13:59,1.95,17779.0,United Kingdom
340186,C566611,22666,RECIPE BOX PANTRY YELLOW DESIGN,-1,9/13/2011 17:14,2.95,15513.0,United Kingdom
340187,C566611,22456,NATURAL SLATE CHALKBOARD LARGE ,-1,9/13/2011 17:14,4.25,15513.0,United Kingdom
340223,C566613,D,Discount,-1,9/13/2011 17:17,15.0,16029.0,United Kingdom
340224,C566614,D,Discount,-1,9/13/2011 17:28,102.24,16029.0,United Kingdom
340389,C566626,22461,SAVOY ART DECO CLOCK,-2,9/14/2011 10:07,3.95,15380.0,United Kingdom
340572,C566671,47422,ASSORTED MONKEY SUCTION CUP HOOK,-1,9/14/2011 11:39,0.42,17841.0,United Kingdom
340573,C566671,22487,WHITE WOOD GARDEN PLANT LADDER,-1,9/14/2011 11:39,9.95,17841.0,United Kingdom
340574,C566671,22628,PICNIC BOXES SET OF 3 RETROSPOT ,-1,9/14/2011 11:39,4.95,17841.0,United Kingdom
340575,C566671,23091,ZINC HERB GARDEN CONTAINER,-1,9/14/2011 11:39,6.25,17841.0,United Kingdom
340576,C566671,20726,LUNCH BAG WOODLAND,-1,9/14/2011 11:39,1.65,17841.0,United Kingdom
340577,C566672,21873,IF YOU CAN'T STAND THE HEAT MUG,-3,9/14/2011 11:39,1.25,13145.0,United Kingdom
340681,566710,16207B,,-4,9/14/2011 12:03,0.0,,United Kingdom
340682,566711,21578,,-31,9/14/2011 12:03,0.0,,United Kingdom
340683,566712,22030,??,-635,9/14/2011 12:04,0.0,,United Kingdom
340897,C566725,20727,LUNCH BAG  BLACK SKULL.,-1,9/14/2011 13:08,1.65,14606.0,United Kingdom
341270,C566741,23431,NATURAL HANGING QUILTED HEARTS ,-12,9/14/2011 14:55,0.83,15618.0,United Kingdom
341271,C566741,23433,HANGING QUILTED PATCHWORK APPLES,-12,9/14/2011 14:55,0.83,15618.0,United Kingdom
341272,C566741,23405,HOME SWEET HOME 2 DRAWER CABINET,-1,9/14/2011 14:55,4.95,15618.0,United Kingdom
341273,C566741,23404,HOME SWEET HOME BLACKBOARD,-1,9/14/2011 14:55,4.95,15618.0,United Kingdom
341274,C566742,35648,VINTAGE BEAD PINK PURSE ,-1,9/14/2011 14:56,0.83,17422.0,United Kingdom
341275,C566742,22914,BLUE COAT RACK PARIS FASHION,-1,9/14/2011 14:56,4.95,17422.0,United Kingdom
341276,C566742,22913,RED COAT RACK PARIS FASHION,-1,9/14/2011 14:56,4.95,17422.0,United Kingdom
341277,C566742,22912,YELLOW COAT RACK PARIS FASHION,-2,9/14/2011 14:56,4.95,17422.0,United Kingdom
341278,C566742,22147,FELTCRAFT BUTTERFLY HEARTS,-1,9/14/2011 14:56,1.45,17422.0,United Kingdom
341279,C566743,22606,WOODEN SKITTLES GARDEN SET,-1,9/14/2011 14:58,15.95,14299.0,United Kingdom
341283,C566745,23424,GINGHAM RECIPE BOOK BOX,-1,9/14/2011 15:15,4.95,16150.0,United Kingdom
341284,C566745,23245,SET OF 3 REGENCY CAKE TINS,-1,9/14/2011 15:15,4.95,16150.0,United Kingdom
341285,C566745,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,9/14/2011 15:15,4.95,16150.0,United Kingdom
341286,C566745,22065,CHRISTMAS PUDDING TRINKET POT ,-3,9/14/2011 15:15,1.45,16150.0,United Kingdom
341287,C566745,21314,SMALL GLASS HEART TRINKET POT,-2,9/14/2011 15:15,2.1,16150.0,United Kingdom
341311,C566748,22838,3 TIER CAKE TIN RED AND CREAM,-2,9/14/2011 15:37,14.95,12822.0,United Kingdom
341312,C566749,85053,FRENCH ENAMEL CANDLEHOLDER,-4,9/14/2011 15:38,2.1,13999.0,United Kingdom
341313,C566749,22426,ENAMEL WASH BOWL CREAM,-3,9/14/2011 15:38,3.75,13999.0,United Kingdom
341321,C566751,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,9/14/2011 15:42,2.95,14911.0,EIRE
341322,C566751,22796,PHOTO FRAME 3 CLASSIC HANGING,-2,9/14/2011 15:42,9.95,14911.0,EIRE
341323,C566751,22197,POPCORN HOLDER,-4,9/14/2011 15:42,0.85,14911.0,EIRE
341324,C566752,23130,MISTLETOE HEART WREATH GREEN,-1,9/14/2011 15:46,4.15,14397.0,United Kingdom
341325,C566753,22796,PHOTO FRAME 3 CLASSIC HANGING,-1,9/14/2011 15:48,9.95,14911.0,EIRE
341329,C566754,23273,HEART T-LIGHT HOLDER WILLIE WINKIE,-1,9/14/2011 15:49,1.65,18158.0,United Kingdom
341561,C566758,23174,REGENCY SUGAR BOWL GREEN,-1,9/14/2011 16:05,4.15,14292.0,United Kingdom
341562,C566758,22699,ROSES REGENCY TEACUP AND SAUCER ,-3,9/14/2011 16:05,2.95,14292.0,United Kingdom
341596,566763,84708B,,-5,9/14/2011 17:48,0.0,,United Kingdom
341597,566764,23065,,-13,9/14/2011 17:49,0.0,,United Kingdom
341598,566765,22244,,-9,9/14/2011 17:50,0.0,,United Kingdom
341599,566766,21311,,-117,9/14/2011 17:51,0.0,,United Kingdom
341600,566767,20977,,-188,9/14/2011 17:52,0.0,,United Kingdom
341601,566768,16045,,-3667,9/14/2011 17:53,0.0,,United Kingdom
341705,C566775,22718,CARD CAT AND TREE ,-12,9/15/2011 9:51,0.42,14060.0,United Kingdom
341725,C566777,22842,BISCUIT TIN VINTAGE RED,-1,9/15/2011 9:55,6.75,14911.0,EIRE
341726,C566777,22840,ROUND CAKE TIN VINTAGE RED,-1,9/15/2011 9:55,7.95,14911.0,EIRE
341742,C566779,23165,LARGE CERAMIC TOP STORAGE JAR,-4,9/15/2011 10:03,1.65,13931.0,United Kingdom
341743,C566780,21232,STRAWBERRY CERAMIC TRINKET BOX,-2,9/15/2011 10:08,1.25,12997.0,United Kingdom
341744,C566780,21231,SWEETHEART CERAMIC TRINKET BOX,-1,9/15/2011 10:08,1.25,12997.0,United Kingdom
341773,C566782,85163B,BLACK BAROQUE WALL CLOCK ,-1,9/15/2011 10:12,12.75,16048.0,United Kingdom
341790,C566784,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-7,9/15/2011 10:27,6.95,14915.0,United Kingdom
341791,C566785,23423,PANTRY 3 HOOK ROLLING PIN HANGER,-2,9/15/2011 10:28,3.75,17071.0,United Kingdom
341792,C566785,21232,STRAWBERRY CERAMIC TRINKET BOX,-2,9/15/2011 10:28,1.25,17071.0,United Kingdom
341793,C566785,22112,CHOCOLATE HOT WATER BOTTLE,-1,9/15/2011 10:28,4.95,17071.0,United Kingdom
342135,C566820,22826,LOVE SEAT ANTIQUE WHITE METAL,-1,9/15/2011 11:30,85.0,17214.0,United Kingdom
342611,C566889,AMAZONFEE,AMAZON FEE,-1,9/15/2011 13:50,5522.14,,United Kingdom
342635,C566899,AMAZONFEE,AMAZON FEE,-1,9/15/2011 13:53,7427.97,,United Kingdom
342996,C566925,M,Manual,-1,9/15/2011 15:18,1829.84,12748.0,United Kingdom
343171,C566939,22784,LANTERN CREAM GAZEBO ,-1,9/15/2011 16:11,4.25,14111.0,United Kingdom
343172,C566940,22698,PINK REGENCY TEACUP AND SAUCER,-1,9/15/2011 16:13,2.95,14105.0,United Kingdom
343173,C566940,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,9/15/2011 16:13,2.95,14105.0,United Kingdom
343174,C566941,23206,LUNCH BAG APPLE DESIGN,-1,9/15/2011 16:14,1.65,13136.0,United Kingdom
343175,C566942,22698,PINK REGENCY TEACUP AND SAUCER,-6,9/15/2011 16:16,2.95,17139.0,United Kingdom
343176,C566942,22041,"RECORD FRAME 7"" SINGLE SIZE ",-6,9/15/2011 16:16,2.55,17139.0,United Kingdom
343177,C566942,23209,LUNCH BAG VINTAGE DOILY ,-1,9/15/2011 16:16,1.65,17139.0,United Kingdom
343178,C566942,22776,SWEETHEART 3 TIER CAKE STAND ,-1,9/15/2011 16:16,8.5,17139.0,United Kingdom
343179,C566942,22423,REGENCY CAKESTAND 3 TIER,-1,9/15/2011 16:16,10.95,17139.0,United Kingdom
343180,C566943,22191,IVORY DINER WALL CLOCK,-1,9/15/2011 16:17,8.5,16293.0,United Kingdom
343181,C566944,20725,LUNCH BAG RED RETROSPOT,-1,9/15/2011 16:22,1.65,15449.0,United Kingdom
343182,C566945,22178,VICTORIAN GLASS HANGING T-LIGHT,-6,9/15/2011 16:26,1.95,13319.0,United Kingdom
343183,C566946,21314,SMALL GLASS HEART TRINKET POT,-1,9/15/2011 16:27,2.1,15122.0,United Kingdom
343184,C566947,22798,ANTIQUE GLASS DRESSING TABLE POT,-4,9/15/2011 16:28,2.95,13871.0,United Kingdom
343185,C566947,21877,HOME SWEET HOME MUG,-1,9/15/2011 16:28,1.65,13871.0,United Kingdom
343186,C566948,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,9/15/2011 16:30,9.95,13468.0,United Kingdom
343659,C566953,23324,RUSTIC STRAWBERRY JAM POT LARGE ,-12,9/15/2011 16:37,2.08,15804.0,United Kingdom
343660,C566953,23433,HANGING QUILTED PATCHWORK APPLES,-11,9/15/2011 16:37,0.83,15804.0,United Kingdom
343661,C566953,21812,GARLAND WITH HEARTS AND BELLS,-6,9/15/2011 16:37,4.95,15804.0,United Kingdom
343663,C566955,84818,DANISH ROSE PHOTO FRAME,-21,9/15/2011 16:42,0.79,13026.0,United Kingdom
343664,C566956,22456,NATURAL SLATE CHALKBOARD LARGE ,-2,9/15/2011 16:45,4.95,14019.0,United Kingdom
343665,C566956,22424,ENAMEL BREAD BIN CREAM,-1,9/15/2011 16:45,12.75,14019.0,United Kingdom
343666,C566957,23203,JUMBO BAG VINTAGE DOILY ,-1,9/15/2011 16:45,2.08,18172.0,United Kingdom
343667,C566958,23188,VINTAGE  2 METER FOLDING RULER,-1,9/15/2011 16:57,1.65,14420.0,United Kingdom
343713,C566960,22634,CHILDS BREAKFAST SET SPACEBOY ,-3,9/15/2011 17:02,9.95,12616.0,France
343714,C566961,84879,ASSORTED COLOUR BIRD ORNAMENT,-1,9/15/2011 17:04,1.69,13319.0,United Kingdom
343715,C566961,23245,SET OF 3 REGENCY CAKE TINS,-1,9/15/2011 17:04,4.95,13319.0,United Kingdom
343716,C566961,22841,ROUND CAKE TIN VINTAGE GREEN,-1,9/15/2011 17:04,7.95,13319.0,United Kingdom
343750,C566963,22495,SET OF 2 ROUND TINS CAMEMBERT ,-6,9/15/2011 17:09,2.95,17573.0,United Kingdom
343751,C566965,21259,VICTORIAN SEWING BOX SMALL ,-3,9/15/2011 17:37,5.95,12919.0,United Kingdom
343752,C566966,23395,BELLE JARDINIERE CUSHION COVER,-1,9/15/2011 18:02,3.75,16362.0,United Kingdom
343799,C566970,22784,LANTERN CREAM GAZEBO ,-3,9/16/2011 8:51,4.95,13993.0,United Kingdom
343800,C566970,22960,JAM MAKING SET WITH JARS,-2,9/16/2011 8:51,4.25,13993.0,United Kingdom
343999,566977,48173C,,-54,9/16/2011 9:47,0.0,,United Kingdom
344000,C566978,21317,GLASS SPHERE CANDLE STAND MEDIUM,-1,9/16/2011 9:52,4.95,14177.0,United Kingdom
344220,C566986,84663A,GRASS HOPPER WOODEN WALL CLOCK ,-1,9/16/2011 10:47,0.79,12476.0,Germany
344263,C566999,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,9/16/2011 11:14,4.95,14842.0,United Kingdom
344382,567057,84725,,-8,9/16/2011 11:39,0.0,,United Kingdom
